週,企業ID,業界,区分,フェーズ,現金残高,時価総額,売上,支出,収支,現状シェア,シェア目標,生産目標,生産数,生産キャパ,販売目標,販売数,販売キャパ,事業部施設要求,事業部施設キャパ,人事要求値,人事キャパ,共通施設要求,共通施設キャパ,生産人員,営業人員,開発人員,人事人員,広報人員,経理人員,店舗人員
13,26,automotive,npc_retail,GROWTH,1950188555,3311402400,238142043,391657663,-153515620,0.034934196332254565,0.38214095265177966,0,0,0.0,354,41,43.71061366092176,22,44,1146,1584.4288112847437,6425,362,0,33,0,4,2,2,2
13,27,pc,npc_maker,GROWTH,1904170248,3838285296,31315572,35286136,-3970564,0.1250965250965251,0.16262548262548265,1274,81,837.4775228092441,0,81,0.0,254,44,880,1200.7949775573722,3803,262,2,22,2,3,2,2,0
13,28,pc,npc_maker,GROWTH,1838981464,3590972866,31089177,43433823,-12344646,0.1250965250965251,0.16262548262548265,733,81,798.2026773260945,0,81,0.0,146,44,1226,1310.5906113378744,2305,312,2,34,2,4,2,2,0
13,29,pc,npc_maker,GROWTH,1801171515,3499740508,31413663,45366129,-13952466,0.1250965250965251,0.16262548262548265,1273,81,830.9058072741593,0,81,0.0,254,44,1360,1537.029876390597,3801,362,2,39,2,4,2,2,0
13,30,pc,npc_maker,GROWTH,1856440339,3674753792,31788045,40098439,-8310394,0.1250965250965251,0.16262548262548265,1278,81,846.1332916381558,0,81,0.0,255,44,1200,1646.0135397687752,3815,312,2,33,2,4,2,2,0
13,31,pc,npc_maker,GROWTH,1821980165,3534420398,32698080,46449203,-13751123,0.1250965250965251,0.16262548262548265,733,81,846.4163929436049,0,81,0.0,146,44,1253,1558.418061219067,2305,332,2,35,2,4,2,2,0
13,32,pc,npc_maker,GROWTH,1864325522,3802340160,31382883,38904592,-7521709,0.1250965250965251,0.16262548262548265,1261,81,830.6571401205614,0,81,0.0,252,44,1120,1520.9018201019728,3767,282,2,30,2,4,2,2,0
13,33,pc,npc_maker,GROWTH,1884336135,3768924780,31915620,40123055,-8207435,0.1250965250965251,0.16262548262548265,1275,81,841.5312121428983,0,81,0.0,255,44,1120,1509.2844764233955,3806,262,2,30,2,4,2,2,0
13,34,pc,npc_maker,GROWTH,1913406905,3355078532,33165531,40147671,-6982140,0.1250965250965251,0.16262548262548265,1271,81,813.0718194703302,0,81,0.0,254,44,1200,1513.161563834554,3795,362,2,33,2,4,2,2,0
13,35,pc,npc_retail,GROWTH,2727572512,3075437124,1874862285,1649469285,225393000,0.2371959325121836,0.3821409526517796,0,0,0.0,1887,741,1263.1471174198643,23,244,2613,2856.1673586691004,36327,282,0,64,0,10,2,2,20
13,36,pc,npc_retail,GROWTH,1708748622,2980869174,142019625,160438889,-18419264,0.16481856056541766,0.3821409526517796,0,0,0.0,1887,25,895.8066049694899,23,224,2080,2126.7525930813376,36327,432,0,51,0,7,2,2,16
13,37,pc,npc_retail,GROWTH,1616403479,2887919424,0,42555341,-42555341,0.16973576564217685,0.3821409526517796,0,0,0.0,1887,0,862.5730547077768,23,224,2160,2116.107699655679,36327,552,0,52,0,8,2,2,17
14,16,automotive,npc_maker,GROWTH,2187183649,3464568100,457563472,214292239,243271233,0.1867612293144208,0.24278959810874703,241,93,8214.571041537023,0,92,0.0,892,644,3226,3718.1435913191935,1027,482,59,31,14,13,2,2,0
14,17,automotive,npc_maker,GROWTH,2082402332,3556714140,287321045,147313797,140007248,0.13002364066193853,0.1690307328605201,208,56,4832.46325299129,0,55,0.0,770,444,2453,2937.2436224095372,924,402,35,19,25,9,2,2,0
14,18,automotive,npc_maker,GROWTH,2008552724,3575565840,290324974,178436864,111888110,0.12293144208037825,0.15981087470449173,83,76,6137.227989586976,0,58,0.0,307,544,3226,3235.770755275439,533,512,47,30,28,12,2,2,0
14,19,automotive,npc_maker,GROWTH,2034221273,3519385100,299866728,137852268,162014460,0.09456264775413711,0.12293144208037825,66,58,5599.644007739596,0,58,0.0,244,344,2186,2556.59473669533,480,372,31,15,25,7,2,2,0
14,20,automotive,npc_maker,GROWTH,2156297303,3433790360,40607216,170839940,-130232724,0.16312056737588654,0.2120567375886525,143,66,5756.9872323307,0,8,0.0,529,444,2853,2686.6193828990135,721,392,40,22,31,10,2,2,0
14,21,automotive,npc_maker,GROWTH,1983594941,3712394420,169287030,99058428,70228602,0.07801418439716312,0.10141843971631206,71,34,3605.0806092559387,0,33,0.0,262,244,1973,1978.006077153913,496,422,19,17,25,6,5,2,0
14,22,automotive,npc_maker,GROWTH,2323151797,3425260300,382181184,189443024,192738160,0.18203309692671396,0.23664302600472817,155,77,6540.381971073473,0,77,0.0,574,544,2933,2963.917339625885,758,352,51,26,19,10,2,2,0
14,23,automotive,npc_maker,GROWTH,2100130393,3393199040,332702912,159021492,173681420,0.1536643026004728,0.19976359338061467,227,64,5536.015972789894,0,64,0.0,840,444,2426,2143.463937270457,983,342,37,25,18,7,2,2,0
14,24,automotive,npc_retail,GROWTH,1766094773,3053533912,267829547,219266026,48563521,0.03311133810010212,0.3854217877577993,0,0,0.0,377,45,45.190729655104064,23,44,1653,2273.578234717627,6504,462,0,50,0,6,2,2,2
14,25,automotive,npc_retail,GROWTH,1703337123,3333782980,168691016,39281501,129409515,0.03311133810010212,0.3854217877577993,0,0,0.0,377,42,43.89560247552856,23,44,1813,1920.488412050802,6493,412,0,57,0,5,2,2,2
14,26,automotive,npc_retail,GROWTH,1796672935,3591810600,249221761,245908272,3313489,0.03311133810010212,0.3854217877577993,0,0,0.0,377,42,44.054848056178734,23,44,1360,1592.4743621361663,6578,362,0,41,0,4,2,2,2
14,27,pc,npc_maker,GROWTH,1900199684,3653467484,32276475,37821519,-5545044,0.125,0.1625,1222,81,806.791760921304,0,81,0.0,244,44,986,1152.5596584590057,3659,262,2,26,2,3,2,2,0
14,28,pc,npc_maker,GROWTH,1826636818,3456834282,31856328,45156899,-13300571,0.125,0.1625,692,81,796.2700754045624,0,81,0.0,138,44,1386,1565.0267339015606,2191,312,2,39,2,5,2,2,0
14,29,pc,npc_maker,GROWTH,1787219049,3383968181,32037280,48123051,-16085771,0.125,0.1625,1221,81,816.1770450622934,0,80,0.0,244,44,1413,1504.2448304296795,3657,362,2,41,2,4,2,2,0
14,30,pc,npc_maker,GROWTH,1848129945,3577651040,32488857,40098439,-7609582,0.125,0.1625,1194,81,843.5448089041275,0,81,0.0,238,44,1200,1634.9504574821865,3582,312,2,33,2,4,2,2,0
14,31,pc,npc_maker,GROWTH,1808229042,3411251728,33505812,48873816,-15368004,0.125,0.1625,692,81,843.9627484439127,0,81,0.0,138,44,1440,1548.2109458772322,2191,332,2,35,9,4,2,2,0
14,32,pc,npc_maker,GROWTH,1856803813,3825416192,32167854,38904592,-6736738,0.125,0.1625,1210,81,826.4695438486242,0,81,0.0,242,44,1173,1507.7212590953188,3626,282,2,32,2,4,2,2,0
14,33,pc,npc_maker,GROWTH,1876128700,3618188580,32939298,41378438,-8439140,0.125,0.1625,1223,81,811.7190354408607,0,81,0.0,244,44,1200,1450.498044636254,3662,262,2,33,2,4,2,2,0
14,34,pc,npc_maker,GROWTH,1906424765,3390790440,34257735,42215362,-7957627,0.125,0.1625,1218,81,835.0512758612981,0,81,0.0,243,44,1200,1548.3840543636397,3648,362,2,33,2,4,2,2,0
14,35,pc,npc_retail,GROWTH,2816586887,3534573420,2419266870,2122617328,296649542,0.2516739719715118,0.3854217877577993,0,0,0.0,1795,932,1341.1370679232252,22,244,3040,3204.9382913559966,34569,282,0,79,0,11,2,2,20
14,36,pc,npc_retail,GROWTH,1690329358,3035403082,88075459,117561653,-29486194,0.17489800329001637,0.3854217877577993,0,0,0.0,1795,15,835.1577358096398,22,224,2186,2084.251302777007,34569,432,0,54,0,8,2,2,16
14,37,pc,npc_retail,GROWTH,1573848138,2980552302,0,42875341,-42875341,0.18011712152650777,0.3854217877577993,0,0,0.0,1795,0,1010.960793255468,22,224,2426,2416.386995493031,34569,552,0,62,0,8,2,2,17
15,16,automotive,npc_maker,GROWTH,2321095700,4032531048,476341722,229566080,246775642,0.2080271339739966,0.2704352741661956,360,93,8175.735840360575,0,93,0.0,1333,644,3653,3472.190372154334,1398,482,59,31,29,14,2,2,0
15,17,automotive,npc_maker,GROWTH,2118289464,4149074664,294485015,183239949,111245066,0.1243640474844545,0.16167326172979085,267,70,5715.49347568669,0,55,0.0,988,444,2720,2987.0497788960074,1108,402,45,19,25,9,2,2,0
15,18,automotive,npc_maker,GROWTH,2020013198,4175932320,446575176,184969169,261606007,0.13114754098360656,0.17049180327868854,83,76,6569.802656759731,0,87,0.0,307,544,3253,3135.5018221946675,533,512,47,30,28,12,3,2,0
15,19,automotive,npc_maker,GROWTH,2094524670,4107039384,302705340,153590725,149114615,0.13114754098360656,0.17049180327868854,119,59,5849.257063993382,0,57,0.0,440,344,2320,2778.3035164047,646,372,31,15,25,8,2,6,0
15,20,automotive,npc_maker,GROWTH,1918249714,3997362600,403693290,147267628,256425662,0.15602035048049745,0.20282645562464668,85,66,6931.148866640925,0,78,0.0,314,444,3120,3716.8372776402725,540,392,40,30,31,12,2,2,0
15,21,automotive,npc_maker,GROWTH,2053823543,4454873304,178663540,99064580,79598960,0.0746184284906727,0.09700395703787451,71,33,3904.5946088710966,0,34,0.0,262,244,2053,1984.193958907197,496,422,19,17,28,6,5,2,0
15,22,automotive,npc_maker,GROWTH,2399732368,3977564304,386681603,193999944,192681659,0.17410966647823628,0.22634256642170716,330,77,7335.428874321378,0,77,0.0,1222,544,3173,3054.314598221647,1304,352,51,26,28,10,2,2,0
15,23,automotive,npc_maker,GROWTH,2168805294,3951861816,345395169,166329181,179065988,0.14697569248162803,0.19106840022611646,229,65,6610.9566451656665,0,65,0.0,848,444,2480,2330.972088560417,989,342,37,27,18,7,2,2,0
15,24,automotive,npc_retail,GROWTH,1814658294,3184168944,239752742,180631176,59121566,0.03331416837782338,0.4067770093580632,0,0,0.0,396,44,43.76459665073708,24,44,1920,2195.79382051999,6818,462,0,60,0,6,2,2,2
15,25,automotive,npc_retail,GROWTH,1832746638,3365226700,255383636,285108880,-29725244,0.03331416837782338,0.4067770093580632,0,0,0.0,396,43,43.641544111052376,24,44,1973,2264.7135965670122,6972,412,0,62,0,6,2,2,2
15,26,automotive,npc_retail,GROWTH,1799986424,3514687200,255662545,164339472,91323073,0.03331416837782338,0.4067770093580632,0,0,0.0,396,42,42.885747730869845,24,44,1440,1545.9233055055415,6831,362,0,44,0,4,2,2,2
15,27,pc,npc_maker,GROWTH,1894654640,3592320864,32852709,37821519,-4968810,0.12504824392126593,0.16256271709764572,1355,81,825.6520119149087,0,81,0.0,271,44,1093,1600.5151571767726,4028,262,2,29,2,4,2,2,0
15,28,pc,npc_maker,GROWTH,1813336247,3392876452,32433939,47421513,-14987574,0.12504824392126593,0.16256271709764572,785,81,834.0437289510672,0,81,0.0,157,44,1466,1633.4135469261328,2449,312,2,39,5,5,2,2,0
15,29,pc,npc_maker,GROWTH,1771133278,3242660378,33532437,48886127,-15353690,0.12504824392126593,0.16256271709764572,1353,81,834.1765740604491,0,82,0.0,270,44,1520,1531.798394523857,4022,362,2,45,2,4,2,2,0
15,30,pc,npc_maker,GROWTH,1840520363,3508095168,33529545,41981515,-8451970,0.12504824392126593,0.16256271709764572,1363,81,852.7486843738457,0,81,0.0,272,44,1200,1646.740450381027,4050,312,2,33,2,4,2,2,0
15,31,pc,npc_maker,GROWTH,1792861038,3272296651,34303581,48993816,-14690235,0.12504824392126593,0.16256271709764572,1364,82,835.90561179734,0,81,0.0,272,44,1546,1527.8364662012398,4053,332,2,39,9,4,2,2,0
15,32,pc,npc_maker,GROWTH,1850067075,3750462464,33055047,40070745,-7015698,0.12504824392126593,0.16256271709764572,1342,82,841.9458832067713,0,81,0.0,268,44,1173,1530.3790776057172,3992,282,2,32,2,4,2,2,0
15,33,pc,npc_maker,GROWTH,1867689560,3523068840,33696081,42141514,-8445433,0.12504824392126593,0.16256271709764572,1356,81,839.8779376639907,0,81,0.0,271,44,1253,1495.353767578702,4031,262,2,35,2,4,2,2,0
15,34,pc,npc_maker,GROWTH,1898467138,3406253328,35324019,44575361,-9251342,0.12504824392126593,0.16256271709764572,1352,82,814.1921651021355,0,81,0.0,270,44,1280,1504.2064298435134,4020,362,2,36,2,4,2,2,0
15,35,pc,npc_retail,GROWTH,2972407085,4080566784,2398105521,2119680363,278425158,0.23780886468504545,0.4067770093580632,0,0,0.0,2007,886,1333.9199313983286,25,244,3120,3078.969764002313,38653,282,0,82,0,11,2,2,20
15,36,pc,npc_retail,GROWTH,1660843164,3051038678,266442390,270975020,-4532630,0.16528070149601706,0.4067770093580632,0,0,0.0,2007,45,1019.0444368491243,25,224,2293,2732.163782914887,38653,432,0,57,0,9,2,2,16
15,37,pc,npc_retail,GROWTH,1530972797,2990889018,353299968,341816135,11483833,0.17021396427125812,0.4067770093580632,0,0,0.0,2007,56,909.2274971083962,25,224,2453,2118.749008114336,38653,552,0,63,0,8,2,2,17
16,16,automotive,npc_maker,GROWTH,2451816557,4706350635,480914904,237129148,243785756,0.19599578503688092,0.2547945205479452,353,93,8988.558375961331,0,93,0.0,1307,644,4106,4037.781553548287,1376,482,59,46,29,16,2,2,0
16,17,automotive,npc_maker,GROWTH,2123620057,4857790800,336454007,200110713,136343294,0.11591148577449947,0.1506849315068493,245,79,6879.330361893213,0,61,0.0,907,494,2880,3436.590165273272,1039,402,50,19,25,10,2,2,0
16,18,automotive,npc_maker,GROWTH,2180618546,4895641215,38736440,282849165,-244112725,0.1833508956796628,0.23835616438356166,171,76,7009.357668205322,0,8,2.2141285740390524,633,544,3466,3055.6799807927787,808,512,47,30,28,12,3,2,8
16,19,automotive,npc_maker,GROWTH,2138913052,4808696925,326644501,155716876,170927625,0.12223393045310854,0.1589041095890411,250,58,6291.622707416625,0,60,0.0,925,344,2586,2728.1505066692102,1055,372,31,15,35,8,2,6,0
16,20,automotive,npc_maker,GROWTH,2174675376,4796760375,574053312,187261471,386791841,0.1643835616438356,0.21369863013698628,117,67,6760.173522692313,0,112,0.0,433,444,3386,3350.2949428272104,640,392,40,30,41,12,2,2,0
16,21,automotive,npc_maker,GROWTH,2030731326,5228439930,179589564,106852268,72737296,0.07165437302423604,0.09315068493150686,72,34,4251.741156299249,0,33,0.0,266,244,2133,2012.0732905376203,499,422,19,17,28,6,8,2,0
16,22,automotive,npc_maker,GROWTH,2472427409,4635886485,391268647,199249172,192019475,0.16227608008429925,0.21095890410958903,322,78,7520.809528740464,0,77,0.0,1192,544,3386,2987.2291805548584,1279,352,51,33,28,11,2,2,0
16,23,automotive,npc_maker,GROWTH,2239431018,4618251195,27498675,172461485,-144962810,0.136986301369863,0.1780821917808219,127,65,6786.781798741884,0,5,0.0,470,444,2720,2285.6095934755094,671,342,37,35,18,8,2,2,0
16,24,automotive,npc_retail,GROWTH,1873779860,3227660656,119360456,142389373,-23028917,0.03138164251207727,0.3962721548486965,0,0,0.0,410,44,45.55535388219517,25,44,2080,2718.243718285733,7048,462,0,65,0,7,2,2,2
16,25,automotive,npc_retail,GROWTH,1803021394,3355643852,123079517,148326946,-25247429,0.03138164251207727,0.3962721548486965,0,0,0.0,410,42,44.00377960030406,25,44,2186,2516.2137285306285,7094,412,0,69,0,7,2,2,2
16,26,automotive,npc_retail,GROWTH,1891309497,3477240000,95093627,102098795,-7005168,0.03138164251207727,0.3962721548486965,0,0,0.0,410,43,42.80505843553244,25,44,1520,1538.7552677122746,7067,362,0,47,0,4,2,2,2
16,27,pc,npc_maker,GROWTH,1889685830,3604722432,33840180,39003057,-5162877,0.12504824392126593,0.16256271709764572,1422,81,829.1558937533948,0,81,0.0,284,44,1093,1601.4036617933068,4213,262,2,29,2,4,2,2,0
16,28,pc,npc_maker,GROWTH,1798348673,3300051169,33306066,48443051,-15136985,0.12504824392126593,0.16256271709764572,1420,81,846.106545174583,0,81,0.0,284,44,1546,1651.140643520519,4208,312,2,42,5,5,2,2,0
16,29,pc,npc_maker,GROWTH,1755779588,3148455176,33941673,48886127,-14944454,0.12504824392126593,0.16256271709764572,816,81,837.3706858497151,0,81,0.0,163,44,1546,1532.0630294683488,2535,362,2,46,2,4,2,2,0
16,30,pc,npc_maker,GROWTH,1832068393,3458855120,34443063,42901515,-8458452,0.12504824392126593,0.16256271709764572,1394,82,854.8614754015973,0,81,0.0,278,44,1280,1644.8007316014002,4136,312,2,36,2,4,2,2,0
16,31,pc,npc_maker,GROWTH,1778170803,3327982768,35139132,50793814,-15654682,0.12504824392126593,0.16256271709764572,1393,81,825.6763318796433,0,82,0.0,278,44,1546,1503.6543830315652,4133,332,2,39,9,4,2,2,0
16,32,pc,npc_maker,GROWTH,1843051377,3583725120,34439426,41624590,-7185164,0.12504824392126593,0.16256271709764572,1410,81,847.9586307902428,0,82,0.0,282,44,1226,1535.7336913741112,4180,282,2,34,2,4,2,2,0
16,33,pc,npc_maker,GROWTH,1859244127,3369387220,34516854,43409205,-8892351,0.12504824392126593,0.16256271709764572,1424,81,841.0674772876403,0,81,0.0,284,44,1280,1492.0409793994113,4219,262,2,36,2,4,2,2,0
16,34,pc,npc_maker,GROWTH,1889215796,3475099996,36751416,45710745,-8959329,0.12504824392126593,0.16256271709764572,1418,81,833.3511201394232,0,82,0.0,283,44,1360,1984.6796796181445,4202,362,2,38,2,5,2,2,0
16,35,pc,npc_retail,GROWTH,3102211889,4726758285,2651558157,2320874417,330683740,0.2238712281873681,0.39627215484869643,0,0,0.0,2080,985,1398.9113653711981,26,244,3226,3536.1115711570274,40043,282,0,85,0,12,2,2,20
16,36,pc,npc_retail,GROWTH,1656310534,3058856476,106455921,138477356,-32021435,0.15561083784349286,0.39627215484869643,0,0,0.0,2080,17,1048.3671064652935,26,224,2453,2739.4214550612537,40043,432,0,63,0,9,2,2,16
16,37,pc,npc_retail,GROWTH,1542456630,3040584768,0,44844571,-44844571,0.16025654145434567,0.39627215484869643,0,0,0.0,2080,0,1026.1305149827876,26,224,2480,2332.677988117061,40043,552,0,64,0,8,2,2,17
17,16,automotive,npc_maker,GROWTH,2573011486,5507524170,475470260,244079909,231390351,0.19476439790575917,0.2531937172774869,349,92,9386.479168773063,0,92,0.0,1292,644,4560,4116.384628526803,1364,482,59,61,29,18,2,2,0
17,17,automotive,npc_maker,GROWTH,2153782349,5708012004,511072265,233923019,277149246,0.1256544502617801,0.16335078534031414,90,90,8241.048237857507,0,89,0.0,333,544,3146,3519.245139753518,555,402,60,19,25,10,2,2,0
17,18,automotive,npc_maker,GROWTH,1827474894,5750198082,801152697,166630700,634521997,0.18219895287958116,0.2368586387434555,105,77,7551.7565919676135,0,151,26.07905500860027,388,644,3626,3798.3225581179026,602,512,47,34,28,14,3,2,8
17,19,automotive,npc_maker,GROWTH,2202895025,5648221440,318694688,162363028,156331660,0.12356020942408377,0.1606282722513089,118,59,7228.462701778921,0,58,0.0,437,344,2693,3259.047127356943,643,372,31,18,35,9,2,6,0
17,20,automotive,npc_maker,GROWTH,2452733449,5631864516,35532385,200036853,-164504468,0.23455497382198953,0.3049214659685864,259,66,7927.373236421098,0,7,0.0,959,444,3546,3862.472727657751,1083,392,40,35,41,13,2,2,0
17,21,automotive,npc_maker,GROWTH,2001932056,6158104650,191750684,144959958,46790726,0.0712041884816754,0.09256544502617801,72,51,5125.849441522822,0,34,0.0,266,244,2400,2373.493240814305,499,422,28,17,28,7,8,2,0
17,22,automotive,npc_maker,GROWTH,2540825514,5421812040,158345458,203387630,-45042172,0.1612565445026178,0.20963350785340315,315,78,8555.393263963262,0,31,0.0,1166,544,3600,3456.175172952354,1257,352,51,40,28,12,2,2,0
17,23,automotive,npc_maker,GROWTH,1982496658,5413957020,694727250,147341480,547385770,0.13612565445026178,0.17696335078534034,68,65,7302.774889798328,0,125,0.0,251,444,3013,2949.088971551567,487,342,37,35,27,10,2,2,0
17,24,automotive,npc_retail,GROWTH,1850750943,3250525784,173314001,199974712,-26660711,0.03165725413826677,0.4046175805327977,0,0,0.0,415,45,45.5962076294357,25,44,2160,2713.254678003523,7179,462,0,68,0,7,2,2,2
17,25,automotive,npc_retail,GROWTH,1777773965,3385739984,150901409,178025149,-27123740,0.03165725413826677,0.4046175805327977,0,0,0.0,415,46,42.44325525089941,25,44,2240,2420.3751936037047,7212,412,0,71,0,7,2,2,2
17,26,automotive,npc_retail,GROWTH,1884304329,3484075600,121898037,137318289,-15420252,0.03165725413826677,0.4046175805327977,0,0,0.0,415,46,43.53913297727962,25,44,1546,1560.835024115545,7215,362,0,48,0,4,2,2,2
17,27,pc,npc_maker,GROWTH,1884522953,3626425176,34856730,39827672,-4970942,0.12485549132947976,0.1623121387283237,1397,81,829.8880535940957,0,81,0.0,279,44,1146,1596.9517290884319,4144,262,2,31,2,4,2,2,0
17,28,pc,npc_maker,GROWTH,1783211688,3166258303,33939243,49818435,-15879192,0.12485549132947976,0.1623121387283237,1396,82,823.3956775958632,0,81,0.0,279,44,1600,1815.1554253892216,4141,312,2,43,5,6,2,2,0
17,29,pc,npc_maker,GROWTH,1740835134,3059771158,34965513,53916892,-18951379,0.12485549132947976,0.1623121387283237,813,82,822.964308196401,0,81,0.0,162,44,1546,1500.240503744597,2527,362,2,46,2,4,2,2,0
17,30,pc,npc_maker,GROWTH,1823609941,3451279728,35817108,43963053,-8145945,0.12485549132947976,0.1623121387283237,1408,81,840.4919143410589,0,82,0.0,281,44,1306,1611.2772857043224,4175,312,2,37,2,4,2,2,0
17,31,pc,npc_maker,GROWTH,1762516121,3270388404,35520849,51359967,-15839118,0.12639691714836224,0.16431599229287092,1418,81,848.1861108314083,0,81,0.0,283,44,1626,1539.053245642748,4202,332,2,42,9,4,2,2,0
17,32,pc,npc_maker,GROWTH,1835866213,3562557632,34667514,44430742,-9763228,0.12639691714836224,0.16431599229287092,1435,81,826.0510163713014,0,81,0.0,287,44,1306,1490.665664024584,4249,282,2,37,2,4,2,2,0
17,33,pc,npc_maker,GROWTH,1850351776,3378743260,35344188,45267665,-9923477,0.12485549132947976,0.1623121387283237,1400,81,861.734592646769,0,81,0.0,280,44,1333,1947.0308765342443,4153,262,2,37,2,5,2,2,0
17,34,pc,npc_maker,GROWTH,1880256467,3345322186,37552572,47716898,-10164326,0.12639691714836224,0.16431599229287092,1404,81,824.71649125304,0,81,0.0,280,44,1413,1957.0051810036628,4164,362,2,40,2,5,2,2,0
17,35,pc,npc_retail,GROWTH,3277785035,5494863726,2805597954,2470742383,334855571,0.22908969764860881,0.4046175805327977,0,0,0.0,2077,972,1447.9666181530654,25,244,3253,3560.0122062197415,39998,282,0,86,0,12,2,2,20
17,36,pc,npc_retail,GROWTH,1624289099,3135890388,708739476,661274035,47465441,0.15925550790587106,0.4046175805327977,0,0,0.0,2077,113,955.894197437486,25,224,2480,2435.931740772887,39998,432,0,64,0,9,2,2,16
17,37,pc,npc_retail,GROWTH,1497612059,3029850486,63947560,104643803,-40696243,0.16401110896685311,0.4046175805327977,0,0,0.0,2077,10,967.75506796656,25,224,2533,2442.749570406674,39998,552,0,65,0,9,2,2,17
18,16,automotive,npc_maker,GROWTH,2675751263,6462015168,483298514,249362981,233935533,0.18352244696595954,0.2385791810557474,339,93,10183.622334241345,0,93,0.0,1255,644,5040,4743.410969785254,1332,482,59,76,29,21,2,2,0
18,17,automotive,npc_maker,GROWTH,2323242478,6726552805,462717680,230473785,232243895,0.1756290083867785,0.22831771090281205,171,96,8524.978007289114,0,80,0.0,633,644,3253,3588.317144959738,808,402,60,19,25,11,2,5,0
18,18,automotive,npc_maker,GROWTH,2461996891,6900212809,400142584,229224545,170918039,0.29797730636408487,0.3873704982733103,351,89,9191.571956960637,0,76,50.46513186184582,1299,644,3786,4154.975267085779,1370,512,53,34,28,14,3,2,8
18,19,automotive,npc_maker,GROWTH,2249081934,6651976590,330552692,165356869,165195823,0.11642821904292057,0.15135668475579675,114,58,7801.748641664114,0,59,0.0,422,344,2826,3280.666557153863,630,372,31,23,35,9,2,6,0
18,20,automotive,npc_maker,GROWTH,2165592309,6618098473,46030862,156815312,-110784450,0.22101628021706957,0.28732116428219046,356,66,8556.28691928229,0,9,0.0,1318,444,3706,4334.272787679092,1385,392,40,40,41,14,2,2,0
18,21,automotive,npc_maker,GROWTH,1948626180,7275311764,296937657,135073803,161863854,0.06709422792303897,0.08722249629995067,163,51,5639.468722380453,0,51,0.0,603,294,2533,2835.4843656655726,783,422,28,17,28,8,12,2,0
18,22,automotive,npc_maker,GROWTH,2368742067,6360990734,190127288,183572242,6555046,0.15194869264923533,0.19753330044400594,263,78,9498.521037431938,0,37,0.0,974,544,3786,3595.237134255102,1095,352,51,47,28,12,2,2,0
18,23,automotive,npc_maker,GROWTH,2529882428,6496724990,44114216,202787625,-158673409,0.246669955599408,0.3206709422792304,291,65,7605.766610707934,0,8,0.0,1077,444,3386,3473.3821114555994,1183,342,37,35,39,12,2,2,0
18,24,automotive,npc_retail,GROWTH,1824090232,3209272616,172019190,198967169,-26947979,0.03156547041707077,0.4191400102884279,0,0,0.0,432,44,45.84986687689865,27,44,2346,2720.921519428588,7479,462,0,75,0,7,2,2,2
18,25,automotive,npc_retail,GROWTH,1750650225,3428114140,120085820,147311871,-27226051,0.03156547041707077,0.4191400102884279,0,0,0.0,432,41,45.923493617635195,27,44,2346,2611.7320009466916,7523,412,0,75,0,7,2,2,2
18,26,automotive,npc_retail,GROWTH,1868884077,3462974400,166023737,180495802,-14472065,0.03156547041707077,0.4191400102884279,0,0,0.0,432,46,42.38945765647438,27,44,1680,1869.1929147066069,7551,362,0,52,0,5,2,2,2
18,27,pc,npc_maker,GROWTH,1879552011,3459176252,35941644,39827672,-3886028,0.12480739599383667,0.16224961479198768,1388,81,844.5452555391245,0,81,0.0,277,44,1173,1619.2301641461052,4119,262,2,32,2,4,2,2,0
18,28,pc,npc_maker,GROWTH,1767332496,3079655944,35008752,49818435,-14809683,0.12480739599383667,0.16224961479198768,1385,82,833.4460549260132,0,82,0.0,277,44,1653,1830.8595180547647,4111,312,2,45,5,6,2,2,0
18,29,pc,npc_maker,GROWTH,1721883755,3127923273,36183566,57636888,-21453322,0.12480739599383667,0.16224961479198768,797,81,856.3803472082186,0,82,0.0,159,44,1786,1919.4737463492854,2482,362,2,46,10,5,2,2,0
18,30,pc,npc_maker,GROWTH,1815463996,3383962040,36114255,45403052,-9288797,0.1263482280431433,0.1642526964560863,1409,81,825.9882846269549,0,81,0.0,281,44,1360,1577.7403876636454,4177,312,2,39,2,4,2,2,0
18,31,pc,npc_maker,GROWTH,1746677003,3306471620,36172818,53486120,-17313302,0.1263482280431433,0.1642526964560863,1409,82,859.3069602282827,0,81,0.0,281,44,1653,1553.6057417207899,4177,332,2,43,9,4,2,2,0
18,32,pc,npc_maker,GROWTH,1826102985,3552494400,35241642,45390741,-10149099,0.1263482280431433,0.1642526964560863,1386,81,857.9666986429753,0,81,0.0,277,44,1413,2034.1088175541531,4114,282,2,40,2,5,2,2,0
18,33,pc,npc_maker,GROWTH,1840428299,3249837820,36299097,46175357,-9876260,0.12480739599383667,0.16224961479198768,1392,82,836.4450209318239,0,81,0.0,278,44,1413,1883.0497038305698,4130,262,2,40,2,5,2,2,0
18,34,pc,npc_maker,GROWTH,1870092141,3221803164,38516472,49907666,-11391194,0.1263482280431433,0.1642526964560863,1394,81,857.0942793417673,0,81,0.0,278,44,1493,2026.4994419831444,4136,362,2,43,2,5,2,2,0
18,35,pc,npc_retail,GROWTH,3448751355,6406512721,2470098321,2156623957,313474364,0.24171820978976125,0.4191400102884279,0,0,0.0,2042,916,1506.3077701813781,25,244,3360,3604.8646663991635,39312,282,0,90,0,12,2,2,20
