週,企業ID,企業名,業界,経営方針,フェーズ,売上高,売上原価,原価率,売上総利益,粗利率,人件費計,人件費率,地代家賃計,家賃率,広告宣伝費,広告費率,営業利益,営業利益率,支払利息,特別利益,当期純利益,純利益率,人件費(生産),人件費(開発),人件費(営業),人件費(人事),人件費(広報),人件費(経理),人件費(店舗),家賃(工場),家賃(オフィス),家賃(店舗),材料費(CF),商品仕入(CF),設備投資(CF)
6,16,Global Mobility,automotive,standard,GROWTH,74630292,26400000,35.4%,48230292,64.6%,32824584,44.0%,560000,0.8%,7000000,9.4%,7845708,10.5%,0,0,7845708,10.5%,18424594,1230768,7692303,3015383,1230768,1230768,0,60000,500000,0,48000000,0,30000000
6,17,Cyber Works,automotive,standard,GROWTH,65997811,22800000,34.5%,43197811,65.5%,21636900,32.8%,560000,0.8%,6000000,9.1%,15000911,22.7%,0,0,15000911,22.7%,8590759,1230768,6892300,2461537,1230768,1230768,0,60000,500000,0,36000000,0,0
6,18,Omega Automotive,automotive,standard,GROWTH,132008001,43200000,32.7%,88808001,67.3%,23409206,17.7%,560000,0.4%,4000000,3.0%,60838795,46.1%,0,0,60838795,46.1%,10190755,1230768,7064610,2461537,1230768,1230768,0,60000,500000,0,42000000,0,0
6,19,Galaxy Co.,automotive,standard,GROWTH,92425550,30000000,32.5%,62425550,67.5%,21993828,23.8%,560000,0.6%,4000000,4.3%,35871722,38.8%,0,0,35871722,38.8%,10436914,1230768,5403073,2461537,1230768,1230768,0,60000,500000,0,31200000,0,0
6,20,Aurora Works,automotive,standard,GROWTH,97875830,31200000,31.9%,66675830,68.1%,24036899,24.6%,560000,0.6%,5000000,5.1%,37078931,37.9%,0,0,37078931,37.9%,11556910,1230768,5895379,2892306,1230768,1230768,0,60000,500000,0,31200000,0,50000000
6,21,Eclipse Technologies,automotive,standard,GROWTH,72999434,24000000,32.9%,48999434,67.1%,18166138,24.9%,560000,0.8%,5000000,6.8%,25273296,34.6%,0,0,25273296,34.6%,7852300,1230768,4159997,2461537,1230768,1230768,0,60000,500000,0,22800000,0,0
6,22,Galaxy Engineering,automotive,standard,GROWTH,91252720,31200000,34.2%,60052720,65.8%,31163045,34.2%,560000,0.6%,9000000,9.9%,19329675,21.2%,0,0,19329675,21.2%,16910749,1230768,7052302,3507690,1230768,1230768,0,60000,500000,0,45600000,0,30000000
6,23,Techno Holdings,automotive,standard,GROWTH,98642750,30000000,30.4%,68642750,69.6%,22326131,22.6%,560000,0.6%,5000000,5.1%,40756619,41.3%,0,0,40756619,41.3%,11286141,1230768,4886149,2461537,1230768,1230768,0,60000,500000,0,30000000,0,0
6,24,ドライブ屋,automotive,standard,STABLE,150161242,146309636,97.4%,3851606,2.6%,24073823,16.0%,660000,0.4%,0,0.0%,-20882217,-13.9%,0,0,-20882217,-13.9%,0,0,17538444,2843075,1230768,1230768,1230768,0,500000,160000,0,133559996,0
6,25,ファミリー商会,automotive,standard,STABLE,137635230,134190203,97.5%,3445027,2.5%,23766132,17.3%,660000,0.5%,0,0.0%,-20981105,-15.2%,0,0,-20981105,-15.2%,0,0,17612291,2461537,1230768,1230768,1230768,0,500000,160000,0,122031569,25000000
6,26,オートサロンセンター,automotive,standard,STABLE,130712489,127371736,97.4%,3340753,2.6%,19409214,14.8%,660000,0.5%,0,0.0%,-16728461,-12.8%,0,0,-16728461,-12.8%,0,0,13255373,2461537,1230768,1230768,1230768,0,500000,160000,0,113677193,0
6,27,Rapid Motors,pc,standard,GROWTH,39932456,16320000,40.9%,23612456,59.1%,15064603,37.7%,560000,1.4%,6000000,15.0%,1987853,5.0%,0,0,1987853,5.0%,1230768,1230768,7679994,2461537,1230768,1230768,0,60000,500000,0,9600000,0,0
6,28,Dimension Mobility,pc,standard,GROWTH,40358571,16920000,41.9%,23438571,58.1%,17870754,44.3%,560000,1.4%,5000000,12.4%,7817,0.0%,0,0,7817,0.0%,1230768,1230768,10486145,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
6,29,Solar Group,pc,standard,GROWTH,50346072,20160000,40.0%,30186072,60.0%,16984603,33.7%,560000,1.1%,5000000,9.9%,7641469,15.2%,0,0,7641469,15.2%,1230768,1230768,9599994,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
6,30,Grand Inc.,pc,standard,GROWTH,40069974,15960000,39.8%,24109974,60.2%,15999987,39.9%,560000,1.4%,6000000,15.0%,1549987,3.9%,0,0,1549987,3.9%,1230768,1230768,8615378,2461537,1230768,1230768,0,60000,500000,0,9600000,0,0
6,31,Cyber Cars,pc,standard,GROWTH,46856143,19560000,41.7%,27296143,58.3%,17956907,38.3%,560000,1.2%,5000000,10.7%,3779236,8.1%,0,0,3779236,8.1%,1230768,1230768,10572298,2461537,1230768,1230768,0,60000,500000,0,9600000,0,0
6,32,Vertex Co.,pc,standard,GROWTH,41922332,17760000,42.4%,24162332,57.6%,16861524,40.2%,560000,1.3%,5000000,11.9%,1740808,4.2%,0,0,1740808,4.2%,1230768,1230768,9476915,2461537,1230768,1230768,0,60000,500000,0,9600000,0,0
6,33,Infinity Engineering,pc,standard,GROWTH,48613446,19440000,40.0%,29173446,60.0%,16159986,33.2%,560000,1.2%,5000000,10.3%,7453460,15.3%,0,0,7453460,15.3%,1230768,1230768,8775377,2461537,1230768,1230768,0,60000,500000,0,9720000,0,0
6,34,Prime Cars,pc,standard,GROWTH,43672818,17640000,40.4%,26032818,59.6%,19889213,45.5%,560000,1.3%,6000000,13.7%,-416395,-1.0%,0,0,-416395,-1.0%,1230768,1230768,12504604,2461537,1230768,1230768,0,60000,500000,0,9600000,0,0
6,35,ハッピーパーク,pc,standard,STABLE,689941215,669597565,97.1%,20343650,2.9%,20221518,2.9%,660000,0.1%,0,0.0%,-537868,-0.1%,0,0,-537868,-0.1%,0,0,6289224,2461537,1230768,1230768,9009221,0,500000,160000,0,641908348,0
6,36,カーショップランド,pc,standard,STABLE,77141413,74774830,96.9%,2366583,3.1%,19052286,24.7%,500000,0.6%,0,0.0%,-17185703,-22.3%,0,0,-17185703,-22.3%,0,0,7778453,2461537,1230768,1230768,6350760,0,500000,0,0,66427094,0
6,37,オートランド,pc,standard,STABLE,0,0,0.0%,0,0.0%,21021515,0.0%,500000,0.0%,0,0.0%,-21521515,0.0%,0,0,-21521515,0.0%,0,0,9452297,2461537,1230768,1230768,6646145,0,500000,0,0,0,0
7,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
7,16,Global Mobility,automotive,standard,GROWTH,148797778,49200000,33.1%,99597778,66.9%,38879961,26.1%,560000,0.4%,7000000,4.7%,53157817,35.7%,0,0,53157817,35.7%,18424594,6387685,7692303,3913843,1230768,1230768,0,60000,500000,0,76800000,0,30000000
7,17,Cyber Works,automotive,standard,GROWTH,110872104,34800000,31.4%,76072104,68.6%,25673820,23.2%,560000,0.5%,6000000,5.4%,43838284,39.5%,0,0,43838284,39.5%,12221526,1230768,6892300,2867690,1230768,1230768,0,60000,500000,0,34800000,0,25000000
7,18,Omega Automotive,automotive,standard,GROWTH,133079415,42000000,31.6%,91079415,68.4%,25587665,19.2%,560000,0.4%,13000000,9.8%,51931750,39.0%,0,0,51931750,39.0%,10190755,1230768,8947685,2756921,1230768,1230768,0,60000,500000,0,42000000,0,25000000
7,19,Galaxy Co.,automotive,standard,GROWTH,101467772,32400000,31.9%,69067772,68.1%,24676903,24.3%,560000,0.6%,9000000,8.9%,34830869,34.3%,0,0,34830869,34.3%,10436914,1230768,7753841,2793844,1230768,1230768,0,60000,500000,0,43200000,0,0
7,20,Aurora Works,automotive,standard,GROWTH,98003802,31200000,31.8%,66803802,68.2%,28886124,29.5%,560000,0.6%,9000000,9.2%,28357678,28.9%,0,0,28357678,28.9%,11556910,1230768,10461528,3175382,1230768,1230768,0,60000,500000,0,48000000,0,30000000
7,21,Eclipse Technologies,automotive,standard,GROWTH,69663956,22800000,32.7%,46863956,67.3%,19790752,28.4%,560000,0.8%,7000000,10.0%,19513204,28.0%,0,0,19513204,28.0%,7852300,1230768,5784611,2461537,1230768,1230768,0,60000,500000,0,32400000,0,30000000
7,22,Galaxy Engineering,automotive,standard,GROWTH,142520824,45600000,32.0%,96920824,68.0%,32590735,22.9%,560000,0.4%,9000000,6.3%,54770089,38.4%,0,0,54770089,38.4%,16910749,1230768,8233839,3753843,1230768,1230768,0,60000,500000,0,68400000,0,30000000
7,23,Techno Holdings,automotive,standard,GROWTH,100252000,30000000,29.9%,70252000,70.1%,25883050,25.8%,560000,0.6%,9000000,9.0%,34808950,34.7%,0,0,34808950,34.7%,11286141,1230768,7901530,3003075,1230768,1230768,0,60000,500000,0,46800000,0,0
7,24,ドライブ屋,automotive,standard,STABLE,110285526,105931927,96.1%,4353599,3.9%,24738438,22.4%,660000,0.6%,0,0.0%,-21044839,-19.1%,0,0,-21044839,-19.1%,0,0,18203059,2843075,1230768,1230768,1230768,0,500000,160000,0,89695488,0
7,25,ファミリー商会,automotive,standard,STABLE,75301059,72256239,96.0%,3044820,4.0%,23766132,31.6%,660000,0.9%,0,0.0%,-21381312,-28.4%,0,0,-21381312,-28.4%,0,0,17612291,2461537,1230768,1230768,1230768,0,500000,160000,0,57192046,0
7,26,オートサロンセンター,automotive,standard,STABLE,96800683,93260875,96.3%,3539808,3.7%,19409214,20.1%,660000,0.7%,0,0.0%,-16529406,-17.1%,0,0,-16529406,-17.1%,0,0,13255373,2461537,1230768,1230768,1230768,0,500000,160000,0,78559412,0
7,27,Rapid Motors,pc,standard,GROWTH,23501440,9600000,40.8%,13901440,59.2%,15667679,66.7%,560000,2.4%,3000000,12.8%,-5326239,-22.7%,0,0,-5326239,-22.7%,1230768,1230768,8283070,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
7,28,Dimension Mobility,pc,standard,GROWTH,23212494,9720000,41.9%,13492494,58.1%,19975368,86.1%,560000,2.4%,4000000,17.2%,-11042874,-47.6%,0,0,-11042874,-47.6%,1230768,1230768,12590759,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
7,29,Solar Group,pc,standard,GROWTH,24217056,9720000,40.1%,14497056,59.9%,19396909,80.1%,560000,2.3%,5000000,20.6%,-10459853,-43.2%,0,0,-10459853,-43.2%,1230768,1230768,12012300,2461537,1230768,1230768,0,60000,500000,0,9720000,0,0
7,30,Grand Inc.,pc,standard,GROWTH,24054400,9600000,39.9%,14454400,60.1%,17464601,72.6%,560000,2.3%,4000000,16.6%,-7570201,-31.5%,0,0,-7570201,-31.5%,1230768,1230768,10079992,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
7,31,Cyber Cars,pc,standard,GROWTH,23040480,9600000,41.7%,13440480,58.3%,20098444,87.2%,560000,2.4%,4000000,17.4%,-11217964,-48.7%,0,0,-11217964,-48.7%,1230768,1230768,12713835,2461537,1230768,1230768,0,60000,500000,0,9720000,0,0
7,32,Vertex Co.,pc,standard,GROWTH,22608080,9600000,42.5%,13008080,57.5%,17956907,79.4%,560000,2.5%,4000000,17.7%,-9508827,-42.1%,0,0,-9508827,-42.1%,1230768,1230768,10572298,2461537,1230768,1230768,0,60000,500000,0,9600000,0,0
7,33,Infinity Engineering,pc,standard,GROWTH,24319845,9720000,40.0%,14599845,60.0%,17550754,72.2%,560000,2.3%,4000000,16.4%,-7510909,-30.9%,0,0,-7510909,-30.9%,1230768,1230768,10166145,2461537,1230768,1230768,0,60000,500000,0,9600000,0,0
7,34,Prime Cars,pc,standard,GROWTH,23692560,9600000,40.5%,14092560,59.5%,21735365,91.7%,560000,2.4%,4000000,16.9%,-12202805,-51.5%,0,0,-12202805,-51.5%,1230768,1230768,14350756,2461537,1230768,1230768,0,60000,500000,0,9600000,0,25000000
7,35,ハッピーパーク,pc,standard,STABLE,1023153781,985212056,96.3%,37941725,3.7%,21144594,2.1%,660000,0.1%,0,0.0%,16137131,1.6%,0,0,16137131,1.6%,0,0,7212300,2461537,1230768,1230768,9009221,0,500000,160000,0,789952582,25000000
7,36,カーショップランド,pc,standard,STABLE,96962544,93386315,96.3%,3576229,3.7%,19643054,20.3%,500000,0.5%,0,0.0%,-16566825,-17.1%,0,0,-16566825,-17.1%,0,0,8369221,2461537,1230768,1230768,6350760,0,500000,0,0,77904478,0
7,37,オートランド,pc,standard,STABLE,0,0,0.0%,0,0.0%,21833822,0.0%,500000,0.0%,0,0.0%,-22333822,0.0%,0,0,-22333822,0.0%,0,0,10264604,2461537,1230768,1230768,6646145,0,500000,0,0,0,0
8,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
8,16,Global Mobility,automotive,standard,GROWTH,251650048,76800000,30.5%,174850048,69.5%,41550726,16.5%,560000,0.2%,14000000,5.6%,118739322,47.2%,0,0,118739322,47.2%,18424594,6387685,10104607,4172304,1230768,1230768,0,60000,500000,0,75600000,0,50000000
8,17,Cyber Works,automotive,standard,GROWTH,122106421,36000000,29.5%,86106421,70.5%,30055355,24.6%,560000,0.5%,11000000,9.0%,44491066,36.4%,0,0,44491066,36.4%,12221526,1230768,10793835,3347690,1230768,1230768,0,60000,500000,0,50400000,0,30000000
8,18,Omega Automotive,automotive,standard,GROWTH,141673980,42000000,29.6%,99673980,70.4%,31089200,21.9%,560000,0.4%,13000000,9.2%,55024780,38.8%,0,0,55024780,38.8%,15298444,1230768,8947685,3150767,1230768,1230768,0,60000,500000,0,42000000,0,25000000
8,19,Galaxy Co.,automotive,standard,GROWTH,148574100,43200000,29.1%,105374100,70.9%,29538438,19.9%,560000,0.4%,10000000,6.7%,65275662,43.9%,0,0,65275662,43.9%,10436914,5476919,7753841,3409228,1230768,1230768,0,60000,500000,0,43200000,0,25000000
8,20,Aurora Works,automotive,standard,GROWTH,160760886,46800000,29.1%,113960886,70.9%,32713813,20.3%,560000,0.3%,9000000,5.6%,71687073,44.6%,0,0,71687073,44.6%,14879984,1230768,10461528,3679997,1230768,1230768,0,60000,500000,0,48000000,0,25000000
8,21,Eclipse Technologies,automotive,standard,GROWTH,102824280,31200000,30.3%,71624280,69.7%,25439977,24.7%,560000,0.5%,6000000,5.8%,39624303,38.5%,0,0,39624303,38.5%,7852300,6449224,5784611,2892306,1230768,1230768,0,60000,500000,0,32400000,0,0
8,22,Galaxy Engineering,automotive,standard,GROWTH,230954139,68400000,29.6%,162554139,70.4%,35310734,15.3%,560000,0.2%,14000000,6.1%,112683405,48.8%,0,0,112683405,48.8%,16910749,1230768,10953838,3753843,1230768,1230768,0,60000,500000,0,69600000,0,0
8,23,Techno Holdings,automotive,standard,GROWTH,170536509,46800000,27.4%,123736509,72.6%,29243047,17.1%,560000,0.3%,10000000,5.9%,83933462,49.2%,0,0,83933462,49.2%,11286141,1230768,10867681,3396921,1230768,1230768,0,60000,500000,0,45600000,0,25000000
8,24,ドライブ屋,automotive,standard,STABLE,94755188,88809630,93.7%,5945558,6.3%,25501514,26.9%,660000,0.7%,11000000,11.6%,-31215956,-32.9%,0,0,-31215956,-32.9%,0,0,18966135,2843075,1230768,1230768,1230768,0,500000,160000,0,75282688,0
8,25,ファミリー商会,automotive,standard,STABLE,99537573,93302939,93.7%,6234634,6.3%,24529208,24.6%,660000,0.7%,7000000,7.0%,-25954574,-26.1%,0,0,-25954574,-26.1%,0,0,18375367,2461537,1230768,1230768,1230768,0,500000,160000,0,80828787,0
8,26,オートサロンセンター,automotive,standard,STABLE,77752927,72610301,93.4%,5142626,6.6%,19409214,25.0%,660000,0.8%,9000000,11.6%,-23926588,-30.8%,0,0,-23926588,-30.8%,0,0,13255373,2461537,1230768,1230768,1230768,0,500000,160000,0,58829028,0
8,27,Rapid Motors,pc,standard,GROWTH,25510302,9720000,38.1%,15790302,61.9%,16923063,66.3%,560000,2.2%,2000000,7.8%,-3692761,-14.5%,0,0,-3692761,-14.5%,1230768,1230768,9538454,2461537,1230768,1230768,0,60000,500000,0,9720000,0,0
8,28,Dimension Mobility,pc,standard,GROWTH,24464835,9720000,39.7%,14744835,60.3%,20283060,82.9%,560000,2.3%,2000000,8.2%,-8098225,-33.1%,0,0,-8098225,-33.1%,1230768,1230768,12898451,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
8,29,Solar Group,pc,standard,GROWTH,26048304,9720000,37.3%,16328304,62.7%,24984596,95.9%,560000,2.1%,2000000,7.7%,-11216292,-43.1%,0,0,-11216292,-43.1%,1230768,1230768,17599987,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
8,30,Grand Inc.,pc,standard,GROWTH,25925022,9720000,37.5%,16205022,62.5%,18006139,69.5%,560000,2.2%,2000000,7.7%,-4361117,-16.8%,0,0,-4361117,-16.8%,1230768,1230768,10621530,2461537,1230768,1230768,0,60000,500000,0,9720000,0,25000000
8,31,Cyber Cars,pc,standard,GROWTH,24923052,9720000,39.0%,15203052,61.0%,21735366,87.2%,560000,2.2%,2000000,8.0%,-9092314,-36.5%,0,0,-9092314,-36.5%,1230768,1230768,14350757,2461537,1230768,1230768,0,60000,500000,0,9720000,0,0
8,32,Vertex Co.,pc,standard,GROWTH,24227360,9600000,39.6%,14627360,60.4%,19273829,79.6%,560000,2.3%,2000000,8.3%,-7206469,-29.7%,0,0,-7206469,-29.7%,1230768,1230768,11889220,2461537,1230768,1230768,0,60000,500000,0,9720000,0,0
8,33,Infinity Engineering,pc,standard,GROWTH,25706000,9600000,37.3%,16106000,62.7%,19839983,77.2%,560000,2.2%,2000000,7.8%,-6293983,-24.5%,0,0,-6293983,-24.5%,1230768,1230768,12455374,2461537,1230768,1230768,0,60000,500000,0,9720000,0,0
8,34,Prime Cars,pc,standard,GROWTH,25759520,9600000,37.3%,16159520,62.7%,23187672,90.0%,560000,2.2%,2000000,7.8%,-9588152,-37.2%,0,0,-9588152,-37.2%,1230768,1230768,15224602,3039998,1230768,1230768,0,60000,500000,0,9600000,0,0
8,35,ハッピーパーク,pc,standard,STABLE,1381323946,1301338624,94.2%,79985322,5.8%,22203054,1.6%,660000,0.0%,0,0.0%,57122268,4.1%,0,0,57122268,4.1%,0,0,8270760,2461537,1230768,1230768,9009221,0,500000,160000,0,1100894313,0
8,36,カーショップランド,pc,standard,GROWTH,262659443,249295661,94.9%,13363782,5.1%,24996896,9.5%,500000,0.2%,0,0.0%,-12133114,-4.6%,0,0,-12133114,-4.6%,0,0,13292294,2892306,1230768,1230768,6350760,0,500000,0,0,215809942,0
8,37,オートランド,pc,standard,GROWTH,0,0,0.0%,0,0.0%,29193817,0.0%,500000,0.0%,0,0.0%,-29693817,0.0%,0,0,-29693817,0.0%,0,0,17193830,2892306,1230768,1230768,6646145,0,500000,0,0,0,0
9,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
9,16,Global Mobility,automotive,standard,GROWTH,264352347,75600000,28.6%,188752347,71.4%,45181492,17.1%,560000,0.2%,25000000,9.5%,118010855,44.6%,0,0,118010855,44.6%,18424594,6387685,13464604,4443073,1230768,1230768,0,60000,500000,0,76800000,0,25000000
9,17,Cyber Works,automotive,standard,GROWTH,187999014,50400000,26.8%,137599014,73.2%,34203044,18.2%,560000,0.3%,12000000,6.4%,90835970,48.3%,0,0,90835970,48.3%,12221526,4812304,10793835,3913843,1230768,1230768,0,60000,500000,0,50400000,0,25000000
9,18,Omega Automotive,automotive,standard,GROWTH,154104230,42000000,27.3%,112104230,72.7%,37599963,24.4%,560000,0.4%,14000000,9.1%,59944267,38.9%,0,0,59944267,38.9%,15298444,6929224,8947685,3963074,1230768,1230768,0,60000,500000,0,62400000,0,60000000
9,19,Galaxy Co.,automotive,standard,GROWTH,158597280,43200000,27.2%,115397280,72.8%,31236897,19.7%,560000,0.4%,14000000,8.8%,69600383,43.9%,0,0,69600383,43.9%,11692297,5476919,7753841,3852304,1230768,1230768,0,60000,500000,0,43200000,0,50000000
9,20,Aurora Works,automotive,standard,GROWTH,179292395,49200000,27.4%,130092395,72.6%,37907654,21.1%,560000,0.3%,16000000,8.9%,75624741,42.2%,0,0,75624741,42.2%,19532287,1230768,10461528,4221535,1230768,1230768,0,60000,500000,0,60000000,0,0
9,21,Eclipse Technologies,automotive,standard,GROWTH,118004235,33600000,28.5%,84404235,71.5%,29612282,25.1%,560000,0.5%,10000000,8.5%,44231953,37.5%,0,0,44231953,37.5%,7852300,6449224,9526147,3323075,1230768,1230768,0,60000,500000,0,32400000,0,75000000
9,22,Galaxy Engineering,automotive,standard,GROWTH,243311853,68400000,28.1%,174911853,71.9%,41427652,17.0%,560000,0.2%,23000000,9.5%,109924201,45.2%,0,0,109924201,45.2%,22461514,1230768,10953838,4319996,1230768,1230768,0,60000,500000,0,69600000,0,25000000
