週,企業ID,企業名,業界,経営方針,フェーズ,売上高,売上原価,原価率,売上総利益,粗利率,人件費計,人件費率,地代家賃計,家賃率,広告宣伝費,広告費率,営業利益,営業利益率,支払利息,特別利益,当期純利益,純利益率,人件費(生産),人件費(開発),人件費(営業),人件費(人事),人件費(広報),人件費(経理),人件費(店舗),家賃(工場),家賃(オフィス),家賃(店舗),材料費(CF),商品仕入(CF),設備投資(CF)
16,23,Techno Holdings,automotive,standard,GROWTH,27498675,6000000,21.8%,21498675,78.2%,59901485,217.8%,560000,2.0%,34000000,123.6%,-72962810,-265.3%,0,0,-72962810,-265.3%,18830751,13550757,19396907,5661534,1230768,1230768,0,60000,500000,0,78000000,0,0
16,24,ドライブ屋,automotive,standard,GROWTH,119360456,108783831,91.1%,10576625,8.9%,43347656,36.3%,660000,0.6%,0,0.0%,-33431031,-28.0%,0,0,-33431031,-28.0%,0,0,34867663,4787689,1230768,1230768,1230768,0,500000,160000,0,98381717,0
16,25,ファミリー商会,automotive,standard,GROWTH,123079517,112707139,91.6%,10372378,8.4%,44467651,36.1%,660000,0.5%,0,0.0%,-34755273,-28.2%,0,0,-34755273,-28.2%,0,0,36135351,4639996,1230768,1230768,1230768,0,500000,160000,0,103199295,0
16,26,オートサロンセンター,automotive,standard,GROWTH,95093627,87138953,91.6%,7954674,8.4%,31778435,33.4%,660000,0.7%,0,0.0%,-24483761,-25.7%,0,0,-24483761,-25.7%,0,0,24972287,3113844,1230768,1230768,1230768,0,500000,160000,0,69660360,0
16,27,Rapid Motors,pc,standard,GROWTH,33840180,9720000,28.7%,24120180,71.3%,25723057,76.0%,560000,1.7%,3000000,8.9%,-5162877,-15.3%,0,0,-5162877,-15.3%,1230768,1230768,17661525,3138460,1230768,1230768,0,60000,500000,0,9720000,0,0
16,28,Dimension Mobility,pc,standard,GROWTH,33306066,9720000,29.2%,23586066,70.8%,35163051,105.6%,560000,1.7%,3000000,9.0%,-15136985,-45.4%,0,0,-15136985,-45.4%,1230768,2953844,24923059,3593844,1230768,1230768,0,60000,500000,0,9720000,0,0
16,29,Solar Group,pc,standard,GROWTH,33941673,9720000,28.6%,24221673,71.4%,35606127,104.9%,560000,1.6%,3000000,8.8%,-14944454,-44.0%,0,0,-14944454,-44.0%,1230768,1230768,27679980,3003075,1230768,1230768,0,60000,500000,0,9720000,0,0
16,30,Grand Inc.,pc,standard,GROWTH,34443063,9720000,28.2%,24723063,71.8%,29501515,85.7%,560000,1.6%,3000000,8.7%,-8338452,-24.2%,0,0,-8338452,-24.2%,1230768,1230768,21452291,3126152,1230768,1230768,0,60000,500000,0,9840000,0,0
16,31,Cyber Cars,pc,standard,GROWTH,35139132,9840000,28.0%,25299132,72.0%,37513814,106.8%,560000,1.6%,3000000,8.5%,-15774682,-44.9%,0,0,-15774682,-44.9%,1230768,5563074,25255361,3003075,1230768,1230768,0,60000,500000,0,9720000,0,0
16,32,Vertex Co.,pc,standard,GROWTH,34439426,9840000,28.6%,24599426,71.4%,28344590,82.3%,560000,1.6%,3000000,8.7%,-7305164,-21.2%,0,0,-7305164,-21.2%,1230768,1230768,20430751,2990767,1230768,1230768,0,60000,500000,0,9720000,0,0
16,33,Infinity Engineering,pc,standard,GROWTH,34516854,9720000,28.2%,24796854,71.8%,30129205,87.3%,560000,1.6%,3000000,8.7%,-8892351,-25.8%,0,0,-8892351,-25.8%,1230768,1230768,21624597,3581536,1230768,1230768,0,60000,500000,0,9720000,0,0
16,34,Prime Cars,pc,standard,GROWTH,36751416,9840000,26.8%,26911416,73.2%,32430745,88.2%,560000,1.5%,3000000,8.2%,-9079329,-24.7%,0,0,-9079329,-24.7%,1230768,1230768,23741522,3766151,1230768,1230768,0,60000,500000,0,9720000,0,0
16,35,ハッピーパーク,pc,standard,GROWTH,2651558157,2436412982,91.9%,215145175,8.1%,52726097,2.0%,660000,0.0%,0,0.0%,161759078,6.1%,0,0,161759078,6.1%,0,0,34966115,6289225,1230768,1230768,9009221,0,500000,160000,0,2267488320,0
16,36,カーショップランド,pc,standard,GROWTH,106455921,98253249,92.3%,8202672,7.7%,45169188,42.4%,500000,0.5%,0,0.0%,-37466516,-35.2%,0,0,-37466516,-35.2%,0,0,31446127,4910765,1230768,1230768,6350760,0,500000,0,0,92808168,0
16,37,オートランド,pc,standard,GROWTH,0,0,0.0%,0,0.0%,44344571,0.0%,500000,0.0%,0,0.0%,-44844571,0.0%,0,0,-44844571,0.0%,0,0,30338432,4898458,1230768,1230768,6646145,0,500000,0,0,0,0
17,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
17,16,Global Mobility,automotive,standard,GROWTH,475470260,110400000,23.2%,365070260,76.8%,85119909,17.9%,560000,0.1%,48000000,10.1%,231390351,48.7%,0,0,231390351,48.7%,26793817,12886139,33895350,9083067,1230768,1230768,0,60000,500000,0,110400000,0,0
17,17,Cyber Works,automotive,standard,GROWTH,511072265,106800000,20.9%,404272265,79.1%,62363019,12.2%,560000,0.1%,33000000,6.5%,308349246,60.3%,0,0,308349246,60.3%,28123050,13279989,10793835,6584610,1230768,2350767,0,60000,500000,0,108000000,0,30000000
17,18,Omega Automotive,automotive,standard,GROWTH,801152697,181200000,22.6%,619952697,77.4%,70670700,8.8%,560000,0.1%,3000000,0.4%,545721997,68.1%,0,0,545721997,68.1%,25759972,14141526,17144598,7236917,1624614,1230768,3532305,60000,500000,0,92400000,0,0
17,19,Galaxy Co.,automotive,standard,GROWTH,318694688,69600000,21.8%,249094688,78.2%,59003028,18.5%,560000,0.2%,32000000,10.0%,157531660,49.4%,0,0,157531660,49.4%,16799986,18190754,14104605,5747686,1230768,2929229,0,60000,500000,0,70800000,0,0
17,20,Aurora Works,automotive,standard,GROWTH,35532385,8400000,23.6%,27132385,76.4%,70276853,197.8%,560000,1.6%,50000000,140.7%,-93704468,-263.7%,0,0,-93704468,-263.7%,19532287,21329210,19446135,7507685,1230768,1230768,0,60000,500000,0,79200000,0,0
17,21,Eclipse Technologies,automotive,standard,GROWTH,191750684,40800000,21.3%,150950684,78.7%,51199958,26.7%,560000,0.3%,17000000,8.9%,82190726,42.9%,0,0,82190726,42.9%,14818448,14744604,9526147,5033844,5846147,1230768,0,60000,500000,0,61200000,0,15000000
17,22,Galaxy Engineering,automotive,standard,GROWTH,158345458,37200000,23.5%,121145458,76.5%,70227630,44.4%,560000,0.4%,39000000,24.6%,11357828,7.2%,0,0,11357828,7.2%,22461514,15507680,23249213,6547687,1230768,1230768,0,60000,500000,0,93600000,0,0
17,23,Techno Holdings,automotive,standard,GROWTH,694727250,150000000,21.6%,544727250,78.4%,66781480,9.6%,560000,0.1%,2000000,0.3%,475385770,68.4%,0,0,475385770,68.4%,18830751,19335369,19396907,6756917,1230768,1230768,0,60000,500000,0,78000000,0,0
17,24,ドライブ屋,automotive,standard,GROWTH,173314001,159337116,91.9%,13976885,8.1%,47667652,27.5%,660000,0.4%,0,0.0%,-34350767,-19.8%,0,0,-34350767,-19.8%,0,0,39187659,4787689,1230768,1230768,1230768,0,500000,160000,0,151647060,0
17,25,ファミリー商会,automotive,standard,GROWTH,150901409,138797949,92.0%,12103460,8.0%,46412264,30.8%,660000,0.4%,0,0.0%,-34968804,-23.2%,0,0,-34968804,-23.2%,0,0,38079964,4639996,1230768,1230768,1230768,0,500000,160000,0,130952885,0
17,26,オートサロンセンター,automotive,standard,GROWTH,121898037,112077016,91.9%,9821021,8.1%,34953818,28.7%,660000,0.5%,0,0.0%,-25792797,-21.2%,0,0,-25792797,-21.2%,0,0,27556901,3704613,1230768,1230768,1230768,0,500000,160000,0,101704471,0
17,27,Rapid Motors,pc,standard,GROWTH,34856730,9720000,27.9%,25136730,72.1%,26547672,76.2%,560000,1.6%,3000000,8.6%,-4970942,-14.3%,0,0,-4970942,-14.3%,1230768,1230768,18486140,3138460,1230768,1230768,0,60000,500000,0,9720000,0,0
17,28,Dimension Mobility,pc,standard,GROWTH,33939243,9720000,28.6%,24219243,71.4%,36418435,107.3%,560000,1.7%,3000000,8.8%,-15759192,-46.4%,0,0,-15759192,-46.4%,1230768,2953844,26178443,3593844,1230768,1230768,0,60000,500000,0,9840000,0,0
17,29,Solar Group,pc,standard,GROWTH,34965513,9720000,27.8%,25245513,72.2%,40516892,115.9%,560000,1.6%,3000000,8.6%,-18831379,-53.9%,0,0,-18831379,-53.9%,1230768,5550764,27679980,3593844,1230768,1230768,0,60000,500000,0,9840000,0,0
17,30,Grand Inc.,pc,standard,GROWTH,35817108,9840000,27.5%,25977108,72.5%,30683053,85.7%,560000,1.6%,3000000,8.4%,-8265945,-23.1%,0,0,-8265945,-23.1%,1230768,1230768,22633829,3126152,1230768,1230768,0,60000,500000,0,9720000,0,0
17,31,Cyber Cars,pc,standard,GROWTH,35520849,9720000,27.4%,25800849,72.6%,38079967,107.2%,560000,1.6%,3000000,8.4%,-15839118,-44.6%,0,0,-15839118,-44.6%,1230768,5563074,25821514,3003075,1230768,1230768,0,60000,500000,0,9720000,0,0
17,32,Vertex Co.,pc,standard,GROWTH,34667514,9720000,28.0%,24947514,72.0%,31150742,89.9%,560000,1.6%,3000000,8.7%,-9763228,-28.2%,0,0,-9763228,-28.2%,1230768,1230768,22461519,3766151,1230768,1230768,0,60000,500000,0,9720000,0,0
17,33,Infinity Engineering,pc,standard,GROWTH,35344188,9720000,27.5%,25624188,72.5%,31987665,90.5%,560000,1.6%,3000000,8.5%,-9923477,-28.1%,0,0,-9923477,-28.1%,1230768,1230768,23483057,3581536,1230768,1230768,0,60000,500000,0,9720000,0,0
17,34,Prime Cars,pc,standard,GROWTH,37552572,9720000,25.9%,27832572,74.1%,34436898,91.7%,560000,1.5%,3000000,8.0%,-10164326,-27.1%,0,0,-10164326,-27.1%,1230768,1230768,25747675,3766151,1230768,1230768,0,60000,500000,0,9720000,0,0
17,35,ハッピーパーク,pc,standard,GROWTH,2805597954,2588955644,92.3%,216642310,7.7%,55052248,2.0%,660000,0.0%,0,0.0%,160930062,5.7%,0,0,160930062,5.7%,0,0,37292266,6289225,1230768,1230768,9009221,0,500000,160000,0,2415030135,0
17,36,カーショップランド,pc,standard,GROWTH,708739476,654829533,92.4%,53909943,7.6%,48123032,6.8%,500000,0.1%,0,0.0%,5286911,0.7%,0,0,5286911,0.7%,0,0,33636895,5673841,1230768,1230768,6350760,0,500000,0,0,612651003,0
17,37,オートランド,pc,standard,GROWTH,63947560,59434641,92.9%,4512919,7.1%,46719953,73.1%,500000,0.8%,0,0.0%,-42707034,-66.8%,0,0,-42707034,-66.8%,0,0,32479968,5132304,1230768,1230768,6646145,0,500000,0,0,57423850,0
18,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
18,16,Global Mobility,automotive,standard,GROWTH,483298514,111600000,23.1%,371698514,76.9%,90202981,18.7%,560000,0.1%,47000000,9.7%,233935533,48.4%,0,0,233935533,48.4%,26793817,12886139,37772269,10289220,1230768,1230768,0,60000,500000,0,111600000,0,0
18,17,Cyber Works,automotive,standard,GROWTH,462717680,96000000,20.7%,366717680,79.3%,64713785,14.0%,560000,0.1%,50000000,10.8%,251443895,54.3%,0,0,251443895,54.3%,28123050,13279989,13144601,6584610,1230768,2350767,0,60000,500000,0,115200000,0,0
18,18,Omega Automotive,automotive,standard,GROWTH,400142584,91200000,22.8%,308942584,77.2%,71864545,18.0%,560000,0.1%,50000000,12.5%,186518039,46.6%,0,0,186518039,46.6%,25759972,14141526,18338443,7236917,1624614,1230768,3532305,60000,500000,0,106800000,0,0
18,19,Galaxy Co.,automotive,standard,GROWTH,330552692,70800000,21.4%,259752692,78.6%,64196869,19.4%,560000,0.2%,31000000,9.4%,163995823,49.6%,0,0,163995823,49.6%,16799986,18190754,14104605,6338455,1230768,2929229,4603072,60000,500000,0,69600000,0,0
18,20,Aurora Works,automotive,standard,GROWTH,46030862,10800000,23.5%,35230862,76.5%,74055312,160.9%,560000,1.2%,3000000,6.5%,-42384450,-92.1%,0,0,-42384450,-92.1%,19532287,21329210,23224594,7507685,1230768,1230768,0,60000,500000,0,79200000,0,0
18,21,Eclipse Technologies,automotive,standard,GROWTH,296937657,61200000,20.6%,235737657,79.4%,54313803,18.3%,560000,0.2%,19000000,6.4%,161863854,54.5%,0,0,161863854,54.5%,17452293,14744604,9526147,5513844,5846147,1230768,0,60000,500000,0,61200000,0,0
18,22,Galaxy Engineering,automotive,standard,GROWTH,190127288,44400000,23.4%,145727288,76.6%,74412242,39.1%,560000,0.3%,15000000,7.9%,55755046,29.3%,0,0,55755046,29.3%,22461514,15507680,26412287,7569225,1230768,1230768,0,60000,500000,0,93600000,0,0
18,23,Techno Holdings,automotive,standard,GROWTH,44114216,9600000,21.8%,34514216,78.2%,74227625,168.3%,560000,1.3%,50000000,113.3%,-90273409,-204.6%,0,0,-90273409,-204.6%,18830751,19335369,26473822,7126147,1230768,1230768,0,60000,500000,0,78000000,0,0
18,24,ドライブ屋,automotive,standard,GROWTH,172019190,157214179,91.4%,14805011,8.6%,48787650,28.4%,660000,0.4%,0,0.0%,-34642639,-20.1%,0,0,-34642639,-20.1%,0,0,40049196,5046150,1230768,1230768,1230768,0,500000,160000,0,149519519,0
18,25,ファミリー商会,automotive,standard,GROWTH,120085820,109854300,91.5%,10231520,8.5%,47655340,39.7%,660000,0.5%,0,0.0%,-38083820,-31.7%,0,0,-38083820,-31.7%,0,0,39323040,4639996,1230768,1230768,1230768,0,500000,160000,0,98996531,0
18,26,オートサロンセンター,automotive,standard,GROWTH,166023737,152026113,91.6%,13997624,8.4%,36578433,22.0%,660000,0.4%,0,0.0%,-23240809,-14.0%,0,0,-23240809,-14.0%,0,0,29181516,3704613,1230768,1230768,1230768,0,500000,160000,0,143257369,0
18,27,Rapid Motors,pc,standard,GROWTH,35941644,9720000,27.0%,26221644,73.0%,26547672,73.9%,560000,1.6%,3000000,8.3%,-3886028,-10.8%,0,0,-3886028,-10.8%,1230768,1230768,18486140,3138460,1230768,1230768,0,60000,500000,0,9720000,0,0
18,28,Dimension Mobility,pc,standard,GROWTH,35008752,9840000,28.1%,25168752,71.9%,36418435,104.0%,560000,1.6%,3000000,8.6%,-14809683,-42.3%,0,0,-14809683,-42.3%,1230768,2953844,26178443,3593844,1230768,1230768,0,60000,500000,0,9840000,0,0
18,29,Solar Group,pc,standard,GROWTH,36183566,9840000,27.2%,26343566,72.8%,44356888,122.6%,560000,1.5%,3000000,8.3%,-21573322,-59.6%,0,0,-21573322,-59.6%,1230768,9390760,27679980,3593844,1230768,1230768,0,60000,500000,0,9720000,0,0
18,30,Grand Inc.,pc,standard,GROWTH,36114255,9720000,26.9%,26394255,73.1%,32123052,88.9%,560000,1.6%,3000000,8.3%,-9288797,-25.7%,0,0,-9288797,-25.7%,1230768,1230768,24073828,3126152,1230768,1230768,0,60000,500000,0,9720000,0,0
18,31,Cyber Cars,pc,standard,GROWTH,36172818,9720000,26.9%,26452818,73.1%,40086120,110.8%,560000,1.5%,3000000,8.3%,-17193302,-47.5%,0,0,-17193302,-47.5%,1230768,5563074,27310744,3519998,1230768,1230768,0,60000,500000,0,9840000,0,0
18,32,Vertex Co.,pc,standard,GROWTH,35241642,9720000,27.6%,25521642,72.4%,32110741,91.1%,560000,1.6%,3000000,8.5%,-10149099,-28.8%,0,0,-10149099,-28.8%,1230768,1230768,23421518,3766151,1230768,1230768,0,60000,500000,0,9720000,0,0
18,33,Infinity Engineering,pc,standard,GROWTH,36299097,9720000,26.8%,26579097,73.2%,32775357,90.3%,560000,1.5%,3000000,8.3%,-9756260,-26.9%,0,0,-9756260,-26.9%,1230768,1230768,24270749,3581536,1230768,1230768,0,60000,500000,0,9840000,0,0
18,34,Prime Cars,pc,standard,GROWTH,38516472,9720000,25.2%,28796472,74.8%,36627666,95.1%,560000,1.5%,3000000,7.8%,-11391194,-29.6%,0,0,-11391194,-29.6%,1230768,1230768,27938443,3766151,1230768,1230768,0,60000,500000,0,9720000,0,0
18,35,ハッピーパーク,pc,standard,GROWTH,2470098321,2276222413,92.2%,193875908,7.8%,56738400,2.3%,660000,0.0%,0,0.0%,136477508,5.5%,0,0,136477508,5.5%,0,0,38978418,6289225,1230768,1230768,9009221,0,500000,160000,0,2099225557,0
18,36,カーショップランド,pc,standard,GROWTH,0,0,0.0%,0,0.0%,50203031,0.0%,500000,0.0%,0,0.0%,-50703031,0.0%,0,0,-50703031,0.0%,0,0,35716894,5673841,1230768,1230768,6350760,0,500000,0,0,0,0
18,37,オートランド,pc,standard,GROWTH,60508071,55987929,92.5%,4520142,7.5%,48209182,79.7%,500000,0.8%,0,0.0%,-44189040,-73.0%,0,0,-44189040,-73.0%,0,0,33439967,5661534,1230768,1230768,6646145,0,500000,0,0,52400763,0
19,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
19,16,Global Mobility,automotive,standard,GROWTH,37066379,8400000,22.7%,28666379,77.3%,95236822,256.9%,560000,1.5%,48000000,129.5%,-115130443,-310.6%,0,0,-115130443,-310.6%,26793817,17919980,37772269,10289220,1230768,1230768,0,60000,500000,0,111600000,0,0
19,17,Cyber Works,automotive,standard,GROWTH,611238316,127200000,20.8%,484038316,79.2%,65599938,10.7%,560000,0.1%,46000000,7.5%,371878378,60.8%,0,0,371878378,60.8%,28123050,13279989,13144601,7052302,1649229,2350767,0,60000,500000,0,116400000,0,0
19,18,Omega Automotive,automotive,standard,GROWTH,489375997,108000000,22.1%,381375997,77.9%,74744543,15.3%,560000,0.1%,40000000,8.2%,266071454,54.4%,0,0,266071454,54.4%,25759972,14141526,21218441,7236917,1624614,1230768,3532305,60000,500000,0,106800000,0,0
19,19,Galaxy Co.,automotive,standard,GROWTH,329353464,69600000,21.1%,259753464,78.9%,67556867,20.5%,560000,0.2%,33000000,10.0%,158636597,48.2%,0,0,158636597,48.2%,16799986,18190754,14104605,9698453,1230768,2929229,4603072,60000,500000,0,69600000,0,80000000
19,20,Aurora Works,automotive,standard,GROWTH,685427028,158400000,23.1%,527027028,76.9%,78239923,11.4%,560000,0.1%,4000000,0.6%,444227105,64.8%,0,0,444227105,64.8%,19532287,21329210,27175359,7741531,1230768,1230768,0,60000,500000,0,80400000,0,0
19,21,Eclipse Technologies,automotive,standard,GROWTH,256704797,51600000,20.1%,205104797,79.9%,58990723,23.0%,560000,0.2%,29000000,11.3%,116554074,45.4%,0,0,116554074,45.4%,17452293,14744604,13747683,5969228,5846147,1230768,0,60000,500000,0,73200000,0,15000000
19,22,Galaxy Engineering,automotive,standard,GROWTH,858447980,199200000,23.2%,659247980,76.8%,80861466,9.4%,560000,0.1%,19000000,2.2%,558826514,65.1%,0,0,558826514,65.1%,22461514,21599981,26412287,7926148,1230768,1230768,0,60000,500000,0,72000000,0,0
19,23,Techno Holdings,automotive,standard,GROWTH,70189700,16800000,23.9%,53389700,76.1%,82412232,117.4%,560000,0.8%,4000000,5.7%,-33582532,-47.8%,0,0,-33582532,-47.8%,18830751,19335369,33439968,8344608,1230768,1230768,0,60000,500000,0,78000000,0,0
19,24,ドライブ屋,automotive,standard,GROWTH,162467056,148174515,91.2%,14292541,8.8%,51556879,31.7%,660000,0.4%,0,0.0%,-37924338,-23.3%,0,0,-37924338,-23.3%,0,0,42092272,5772303,1230768,1230768,1230768,0,500000,160000,0,140202364,0
19,25,ファミリー商会,automotive,standard,GROWTH,232786496,212531253,91.3%,20255243,8.7%,49095339,21.1%,660000,0.3%,0,0.0%,-29500096,-12.7%,0,0,-29500096,-12.7%,0,0,40763039,4639996,1230768,1230768,1230768,0,500000,160000,0,209579522,0
19,26,オートサロンセンター,automotive,standard,GROWTH,112998365,103356551,91.5%,9641814,8.5%,37390740,33.1%,660000,0.6%,0,0.0%,-28408926,-25.1%,0,0,-28408926,-25.1%,0,0,29993823,3704613,1230768,1230768,1230768,0,500000,160000,0,90015055,0
19,27,Rapid Motors,pc,standard,GROWTH,36941022,9720000,26.3%,27221022,73.7%,27938440,75.6%,560000,1.5%,3000000,8.1%,-4277418,-11.6%,0,0,-4277418,-11.6%,1230768,1230768,19876908,3138460,1230768,1230768,0,60000,500000,0,9840000,0,0
19,28,Dimension Mobility,pc,standard,GROWTH,35782996,9840000,27.5%,25942996,72.5%,38104587,106.5%,560000,1.6%,3000000,8.4%,-15721591,-43.9%,0,0,-15721591,-43.9%,1230768,2953844,27175365,4283074,1230768,1230768,0,60000,500000,0,9720000,0,0
19,29,Solar Group,pc,standard,GROWTH,36269937,9720000,26.8%,26549937,73.2%,45255349,124.8%,560000,1.5%,3000000,8.3%,-22265412,-61.4%,0,0,-22265412,-61.4%,1230768,9390760,28073826,4098459,1230768,1230768,0,60000,500000,0,9840000,0,0
19,30,Grand Inc.,pc,standard,GROWTH,36922959,9720000,26.3%,27202959,73.7%,33944589,91.9%,560000,1.5%,3000000,8.1%,-10301630,-27.9%,0,0,-10301630,-27.9%,1230768,1230768,25341519,3679998,1230768,1230768,0,60000,500000,0,9720000,0,0
19,31,Cyber Cars,pc,standard,GROWTH,37597328,9840000,26.2%,27757328,73.8%,40799966,108.5%,560000,1.5%,3000000,8.0%,-16602638,-44.2%,0,0,-16602638,-44.2%,1230768,5563074,27310744,4233844,1230768,1230768,0,60000,500000,0,9840000,0,0
19,32,Vertex Co.,pc,standard,GROWTH,35865909,9720000,27.1%,26145909,72.9%,34203047,95.4%,560000,1.6%,3000000,8.4%,-11617138,-32.4%,0,0,-11617138,-32.4%,1230768,1230768,25513824,3766151,1230768,1230768,0,60000,500000,0,9720000,0,0
19,33,Infinity Engineering,pc,standard,GROWTH,37270640,9840000,26.4%,27430640,73.6%,34510740,92.6%,560000,1.5%,3000000,8.0%,-10640100,-28.5%,0,0,-10640100,-28.5%,1230768,1230768,26006132,3581536,1230768,1230768,0,60000,500000,0,9840000,0,0
19,34,Prime Cars,pc,standard,GROWTH,39598875,9720000,24.5%,29878875,75.5%,40787664,103.0%,560000,1.4%,3000000,7.6%,-14468789,-36.5%,0,0,-14468789,-36.5%,5390766,1230768,27938443,3766151,1230768,1230768,0,60000,500000,0,9720000,0,0
19,35,ハッピーパーク,pc,standard,GROWTH,3152518278,2890126480,91.7%,262391798,8.3%,58633784,1.9%,660000,0.0%,0,0.0%,203098014,6.4%,0,0,203098014,6.4%,0,0,40283033,6879994,1230768,1230768,9009221,0,500000,160000,0,2683747059,0
19,36,カーショップランド,pc,standard,GROWTH,506124314,466804264,92.2%,39320050,7.8%,52898413,10.5%,500000,0.1%,0,0.0%,-14078363,-2.8%,0,0,-14078363,-2.8%,0,0,37649200,6436917,1230768,1230768,6350760,0,500000,0,0,426288522,0
19,37,オートランド,pc,standard,GROWTH,99676881,91596406,91.9%,8080475,8.1%,49415335,49.6%,500000,0.5%,0,0.0%,-41834860,-42.0%,0,0,-41834860,-42.0%,0,0,34104582,6203072,1230768,1230768,6646145,0,500000,0,0,84220805,0
20,15,Player Corp,automotive,standard,,0,0,0.0%,0,0.0%,7384608,0.0%,560000,0.0%,0,0.0%,-7944608,0.0%,0,0,-7944608,0.0%,1230768,1230768,1230768,1230768,1230768,1230768,0,60000,500000,0,0,0,0
20,16,Global Mobility,automotive,standard,GROWTH,534639699,118800000,22.2%,415839699,77.8%,100738354,18.8%,560000,0.1%,3000000,0.6%,311541345,58.3%,0,0,311541345,58.3%,26793817,23421512,37772269,10289220,1230768,1230768,0,60000,500000,0,93600000,0,0
20,17,Cyber Works,automotive,standard,GROWTH,582783275,116400000,20.0%,466383275,80.0%,67999935,11.7%,560000,0.1%,50000000,8.6%,347823340,59.7%,0,0,347823340,59.7%,28123050,13279989,15236906,7359994,1649229,2350767,0,60000,500000,0,116400000,0,0
20,18,Omega Automotive,automotive,standard,GROWTH,494368122,106800000,21.6%,387568122,78.4%,76873772,15.5%,560000,0.1%,48000000,9.7%,262134350,53.0%,0,0,262134350,53.0%,25759972,14141526,22559979,8024608,1624614,1230768,3532305,60000,500000,0,106800000,0,0
20,19,Galaxy Co.,automotive,standard,GROWTH,52689006,10800000,20.5%,41889006,79.5%,70892249,134.5%,560000,1.1%,32000000,60.7%,-61563243,-116.8%,0,0,-61563243,-116.8%,20135368,18190754,14104605,9698453,1230768,2929229,4603072,60000,500000,0,70800000,0,0
20,20,Aurora Works,automotive,standard,GROWTH,610125018,141600000,23.2%,468525018,76.8%,82227612,13.5%,560000,0.1%,50000000,8.2%,335737406,55.0%,0,0,335737406,55.0%,19532287,21329210,30929202,7975377,1230768,1230768,0,60000,500000,0,80400000,0,0
20,21,Eclipse Technologies,automotive,standard,GROWTH,335506521,69600000,20.7%,265906521,79.3%,61378414,18.3%,560000,0.2%,25000000,7.5%,178968107,53.3%,0,0,178968107,53.3%,17452293,14744604,16135374,5969228,5846147,1230768,0,60000,500000,0,72000000,0,0
20,22,Galaxy Engineering,automotive,standard,GROWTH,123937315,30000000,24.2%,93937315,75.8%,84873771,68.5%,560000,0.5%,50000000,40.3%,-41496456,-33.5%,0,0,-41496456,-33.5%,22461514,21599981,29255362,9095378,1230768,1230768,0,60000,500000,0,93600000,0,0
20,23,Techno Holdings,automotive,standard,GROWTH,27800310,6000000,21.6%,21800310,78.4%,89279918,321.1%,560000,2.0%,7000000,25.2%,-75039608,-269.9%,0,0,-75039608,-269.9%,18830751,19335369,39963039,8689223,1230768,1230768,0,60000,500000,0,78000000,0,0
20,24,ドライブ屋,automotive,standard,GROWTH,102654616,93539560,91.1%,9115056,8.9%,53193802,51.8%,660000,0.6%,0,0.0%,-44738746,-43.6%,0,0,-44738746,-43.6%,0,0,43729195,5772303,1230768,1230768,1230768,0,500000,160000,0,80195220,0
20,25,ファミリー商会,automotive,standard,GROWTH,104998069,95680425,91.1%,9317644,8.9%,50178415,47.8%,660000,0.6%,0,0.0%,-41520771,-39.5%,0,0,-41520771,-39.5%,0,0,41846115,4639996,1230768,1230768,1230768,0,500000,160000,0,80941504,0
20,26,オートサロンセンター,automotive,standard,GROWTH,201905290,183842455,91.1%,18062835,8.9%,38572278,19.1%,660000,0.3%,11000000,5.4%,-32169443,-15.9%,0,0,-32169443,-15.9%,0,0,31175361,3704613,1230768,1230768,1230768,0,500000,160000,0,179493782,0
20,27,Rapid Motors,pc,standard,GROWTH,38543198,9840000,25.5%,28703198,74.5%,28603055,74.2%,560000,1.5%,3000000,7.8%,-3459857,-9.0%,0,0,-3459857,-9.0%,1230768,1230768,20541523,3138460,1230768,1230768,0,60000,500000,0,9840000,0,0
20,28,Dimension Mobility,pc,standard,GROWTH,36217287,9720000,26.8%,26497287,73.2%,40689201,112.3%,560000,1.5%,3000000,8.3%,-17751914,-49.0%,0,0,-17751914,-49.0%,1230768,2953844,29759979,4283074,1230768,1230768,0,60000,500000,0,9840000,0,0
20,29,Solar Group,pc,standard,GROWTH,37232756,9840000,26.4%,27392756,73.6%,46781501,125.6%,560000,1.5%,3000000,8.1%,-22948745,-61.6%,0,0,-22948745,-61.6%,1230768,9390760,29107671,4590766,1230768,1230768,0,60000,500000,0,9840000,0,0
20,30,Grand Inc.,pc,standard,GROWTH,37938861,9720000,25.6%,28218861,74.4%,35113819,92.6%,560000,1.5%,3000000,7.9%,-10454958,-27.6%,0,0,-10454958,-27.6%,1230768,1230768,26510749,3679998,1230768,1230768,0,60000,500000,0,9840000,0,0
